	g_Acetanaerobacterium	g_Acetitomaculum	g_Acidaminococcus	g_Actinomyces	g_Adlercreutzia	g_Aestuariispira	g_Akkermansia	g_Alistipes	g_Allisonella	g_Allobaculum	g_Alloprevotella	g_Anaerofilum	g_Anaerofustis	g_Anaerorhabdus	g_Anaerosporobacter	g_Anaerostipes	g_Anaerotruncus	g_Arcanobacterium	g_Bacteroides	g_Barnesiella	g_Bifidobacterium	g_Bilophila	g_Blautia	g_Butyricicoccus	g_Butyricimonas	g_Butyrivibrio	g_Campylobacter	g_Catabacter	g_Catenibacterium	g_Cerasicoccus	g_Christensenella	g_Citrobacter	g_Cloacibacillus	g_Clostridium_III	g_Clostridium_IV	g_Clostridium_sensu_stricto	g_Clostridium_XlVa	g_Clostridium_XlVb	g_Clostridium_XVIII	g_Collinsella	g_Comamonas	g_Coprobacillus	g_Coprobacter	g_Coprococcus	g_Corynebacterium	g_Defluviitalea	g_Desulfomicrobium	g_Desulfovibrio	g_Dialister	g_Dorea	g_Eggerthella	g_Eggerthia	g_Eisenbergiella	g_Elusimicrobium	g_Enterobacter	g_Enterococcus	g_Enterorhabdus	g_Escherichia.Shigella	g_Ethanoligenens	g_Eubacterium	g_Ezakiella	g_Faecalibacterium	g_Faecalicoccus	g_Faecalitalea	g_Flavonifractor	g_Frondihabitans	g_Fusicatenibacter	g_Fusobacterium	g_Gemella	g_Gemmiger	g_Gordonibacter	g_Gracilibacter	g_Guggenheimella	g_Haemophilus	g_Hafnia	g_Hespellia	g_Holdemanella	g_Holdemania	g_Howardella	g_Hungatella	g_Hydrogenoanaerobacterium	g_Intestinibacter	g_Intestinimonas	g_Lactobacillus	g_Lactococcus	g_Lactonifactor	g_Lautropia	g_Leuconostoc	g_Macellibacteroides	g_Mannheimia	g_Methanobrevibacter	g_Methanomassiliicoccus	g_Methanosphaera	g_Mitsuokella	g_Mogibacterium	g_Murdochiella	g_Neisseria	g_Odoribacter	g_Oligosphaera	g_Olsenella	g_Oscillibacter	g_Oxalobacter	g_Papillibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parvibacter	g_Parvimonas	g_Pelospora	g_Peptococcus	g_Peptoniphilus	g_Phascolarctobacterium	g_Porphyromonas	g_Prevotella	g_Proteus	g_Pseudobutyrivibrio	g_Pseudoflavonifractor	g_Pseudomonas	g_Raoultella	g_Rikenella	g_Romboutsia	g_Roseburia	g_Rothia	g_Ruminococcus	g_Ruminococcus2	g_Senegalimassilia	g_Slackia	g_Solobacterium	g_Sporobacter	g_Staphylococcus	g_Streptococcus	g_Subdoligranulum	g_Succinatimonas	g_Succiniclasticum	g_Sutterella	g_Terrisporobacter	g_Turicibacter	g_Ureaplasma	g_Vampirovibrio	g_Varibaculum	g_Veillonella	g_Victivallis	g_Weissella	g_Yersinia	uc_c_Alphaproteobacteria	uc_c_Clostridia	uc_c_Deltaproteobacteria	uc_c_Gammaproteobacteria	uc_c_Opitutae	uc_f_Clostridiales_Incertae_Sedis_XIII	uc_f_Coriobacteriaceae	uc_f_Cryomorphaceae	uc_f_Desulfovibrionaceae	uc_f_Enterobacteriaceae	uc_f_Erysipelotrichaceae	uc_f_Lachnospiraceae	uc_f_Peptostreptococcaceae	uc_f_Porphyromonadaceae	uc_f_Prevotellaceae	uc_f_Rhodospirillaceae	uc_f_Rikenellaceae	uc_f_Ruminococcaceae	uc_f_Streptophyta	uc_f_Sutterellaceae	uc_f_Synergistaceae	uc_f_Veillonellaceae	uc_k_Bacteria	uc_o_Bacillales	uc_o_Bacteroidales	uc_o_Burkholderiales	uc_o_Clostridiales	uc_o_Desulfovibrionales	uc_o_Lactobacillales	uc_o_Rhodospirillales	uc_p_Bacteroidetes	uc_p_Firmicutes	uc_p_Lentisphaerae	uc_p_Proteobacteria
2.16	0	0	0	0	0	0	0	555829437.3	0	0	0	0	0	0	0	3427614863	46319119.77	0	4446635498	138957359.3	324233838.4	92638239.55	1204297114	0	0	0	0	0	0	0	0	0	0	0	92638239.55	0	92638239.55	46319119.77	138957359.3	92638239.55	0	0	0	0	0	0	0	0	2964423666	1528530953	0	0	0	0	0	0	92638239.55	0	0	0	0	7874250362	0	0	46319119.77	0	46319119.77	0	0	277914718.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138957359.3	0	92638239.55	138957359.3	0	0	231595598.9	555829437.3	0	0	0	0	0	0	0	0	45346418259	0	0	0	0	0	0	0	13061991776	0	0	694786796.6	0	0	0	0	0	0	0	0	0	1157977994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1852764791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.17	0	0	0	0	0	0	0	1296371318	0	0	0	0	0	0	0	1990855952	0	0	11759939811	370391805.1	1527866196	324092829.4	2129752879	92597951.27	0	0	0	0	0	0	0	0	0	0	185195902.5	0	416690780.7	833381561.4	509288732	509288732	0	0	277793853.8	0	0	0	0	0	3426124197	3009433416	0	0	0	0	0	0	138896926.9	0	0	0	0	4398402685	0	0	416690780.7	0	324092829.4	0	0	231494878.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138896926.9	0	0	648185658.9	0	0	972278488.3	509288732	0	0	0	0	0	0	0	0	6018866833	0	0	509288732	0	0	0	0	13658197812	0	0	2083453904	0	46298975.64	0	0	0	46298975.64	46298975.64	0	0	4028010880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481567220	0	0	0	0	0	509288732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.18	0	0	0	46307744.18	0	0	0	370461953.5	0	0	0	0	0	0	0	4214004721	0	0	11623243790	92615488.37	2176463977	277846465.1	4167696977	185230976.7	0	0	0	0	0	0	0	0	0	0	277846465.1	0	416769697.7	138923232.6	138923232.6	1759694279	0	0	231538720.9	0	0	0	0	0	5279082837	3148926604	0	0	0	0	0	0	231538720.9	0	0	0	0	12688321906	0	0	416769697.7	0	555692930.2	0	0	740923906.9	0	0	0	0	0	0	0	0	0	0	0	46307744.18	0	92615488.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185230976.7	324154209.3	0	0	694616162.8	648308418.6	0	0	0	0	0	0	0	0	42417893672	0	0	277846465.1	0	0	0	277846465.1	40889738114	0	0	1389232326	0	138923232.6	46307744.18	0	0	92615488.37	92615488.37	0	0	1944925256	0	46307744.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3056311116	0	0	0	0	0	509385186	0	0	0	0	0	0	0	0	46307744.18	0	0	0	0	0	0	0
2.19	0	0	0	0	0	0	0	1898796988	0	0	0	0	0	0	0	6113200057	0	0	26166348730	787306068	4260715191	370496973.2	5974263692	370496973.2	0	0	0	0	0	0	0	0	0	0	740993946.3	0	926242432.9	1296739406	277872729.9	1667236379	0	0	416809094.8	0	0	0	0	0	3890218218	5835327327	0	0	0	0	0	0	231560608.2	0	0	0	0	12967394061	46312121.65	0	1204115163	0	1528300014	0	0	1250427284	0	0	0	0	0	0	0	0	0	0	0	138936364.9	0	46312121.65	0	0	0	0	0	0	0	0	0	0	0	0	0	185248486.6	0	0	1250427284	0	0	1343051528	879930311.3	0	0	0	0	0	0	0	0	32511109396	0	0	1018866676	0	0	0	231560608.2	53351564137	0	0	3149224272	0	277872729.9	0	0	0	185248486.6	231560608.2	0	0	3843906097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92624243.29	4492275800	0	0	0	0	0	1157803041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2	0	0	0	0	0	0	0	1481583099	0	0	0	0	0	0	0	1713080458	0	0	13056451060	416695246.6	1851978874	185197887.4	2963166198	138898415.5	0	0	0	0	0	0	0	0	0	0	324096302.9	0	1250085740	555593662.1	92598943.69	787091021.3	0	0	462994718.4	0	0	0	0	0	1898278346	4629947184	0	0	0	0	0	0	555593662.1	0	0	0	0	5880032924	46299471.84	0	416695246.6	0	601893134	0	0	416695246.6	0	0	0	0	0	0	0	0	0	0	0	0	0	92598943.69	0	0	0	46299471.84	0	0	0	0	0	0	0	0	0	92598943.69	0	138898415.5	833390493.2	0	0	972288908.7	370395774.7	46299471.84	0	0	0	0	0	0	0	5324439262	0	0	601893134	0	0	0	92598943.69	41160230468	0	0	2546470951	0	277796831.1	0	0	0	185197887.4	138898415.5	0	0	3611358804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92598943.69	2176075177	0	0	0	0	0	1064887852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.21	0	0	0	0	0	0	0	2130654404	0	0	0	0	0	0	0	4307627383	46318574.01	0	15748315162	972690054.1	1713787238	185274296	2547521570	185274296	0	0	0	0	0	0	0	0	0	0	370548592	0	1019008628	926371480.1	231592870	1250601498	0	0	277911444	0	0	0	0	0	2732795866	5650866029	46318574.01	0	0	0	0	0	324230018	46318574.01	0	0	0	6855148953	46318574.01	0	1019008628	0	555822888.1	0	0	787415758.1	0	0	0	0	0	0	0	0	0	0	0	46318574.01	0	0	0	0	0	46318574.01	0	0	0	0	0	0	0	0	0	370548592	0	92637148.01	972690054.1	0	0	1343238646	277911444	46318574.01	0	0	0	0	0	0	0	1389557220	0	0	602141462.1	0	0	0	46318574.01	13478705036	0	0	1482194368	0	46318574.01	0	0	0	46318574.01	46318574.01	0	0	3010707310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46318574.01	4307627383	0	0	0	0	0	880052906.1	0	0	0	0	0	0	0	0	46318574.01	0	0	0	0	0	0	0
2.22	0	0	0	231529464.2	0	0	0	8381366606	0	0	0	0	0	0	0	18892804282	185223571.4	0	23152946425	1713318035	6945883927	1481788571	6575436785	648282499.9	0	0	0	0	0	0	0	0	0	0	648282499.9	0	1991153393	1528094464	1852235714	4213836249	0	0	601976607	138917678.5	0	0	0	0	6714354463	9492708034	46305892.85	0	0	0	0	0	1389176785	0	0	0	0	24264287853	46305892.85	0	1852235714	0	1296565000	0	0	926117857	0	0	0	0	0	0	0	0	0	0	0	370447142.8	0	509364821.3	0	0	0	0	0	0	0	0	0	0	0	0	0	694588392.7	0	648282499.9	2130071071	0	0	1759623928	509364821.3	0	0	0	0	0	0	0	0	3241412499	0	0	1250259107	0	0	0	509364821.3	16438591961	0	0	3982306785	0	601976607	0	0	0	509364821.3	277835357.1	0	0	6112377856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185223571.4	12641508748	0	0	0	0	0	1713318035	0	0	0	0	0	0	0	0	46305892.85	0	0	0	0	0	0	0
2.23	0	0	0	0	0	0	0	7827116163	0	0	0	0	0	0	0	5001944057	0	0	68776730782	6020858587	1018914530	648400155.5	2362029138	138942890.5	0	0	0	0	0	0	0	0	0	0	602085858.7	0	463142968.2	694714452.3	648400155.5	416828671.4	0	0	833657342.8	0	0	0	0	0	2269400544	1621000389	0	0	0	0	0	0	0	0	0	0	0	13523774672	0	0	324200077.8	0	463142968.2	0	0	879971639.6	0	0	0	0	0	0	0	0	0	0	0	92628593.65	0	138942890.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1250486014	0	0	926285936.5	0	0	4075658120	509457265.1	324200077.8	0	0	0	0	0	0	0	20563547789	0	0	370514374.6	0	0	0	231571484.1	8753402100	0	0	1065228827	0	46314296.82	0	0	0	0	138942890.5	0	0	15376346545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6622944446	0	0	0	0	0	972600233.3	0	0	0	0	0	0	0	0	92628593.65	0	0	0	0	0	0	0
2.24	0	0	0	0	0	0	0	509429857.6	0	0	0	0	0	0	0	5279545797	0	0	14078788793	138935415.7	602053468.1	231559026.2	1852472210	138935415.7	0	0	0	0	0	0	0	0	0	0	277870831.4	0	463118052.4	138935415.7	277870831.4	138935415.7	0	0	46311805.24	46311805.24	0	0	0	0	2269278457	2917643730	0	0	0	0	0	0	138935415.7	0	0	0	0	11068521452	0	0	138935415.7	0	648365273.4	0	0	926236104.8	0	0	0	0	0	0	0	0	0	0	0	0	0	46311805.24	0	0	0	0	0	0	0	0	0	0	0	0	0	92623610.48	0	0	370494441.9	0	0	602053468.1	138935415.7	0	0	0	0	0	0	0	0	25795675518	0	0	416806247.2	0	0	0	46311805.24	68356224534	0	0	1343042352	0	0	0	0	0	46311805.24	0	0	0	1620913183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2547149288	0	0	0	0	0	185247221	0	0	0	0	0	0	0	0	46311805.24	0	0	0	0	0	0	0
2.25	0	0	0	0	0	0	0	741013536.9	0	0	0	0	0	0	0	2593547379	0	0	9725802672	416820114.5	787326882.9	324193422.4	2778800763	231566730.3	0	0	0	0	0	0	0	0	0	0	92626692.11	0	463133460.6	509446806.6	277880076.3	463133460.6	0	0	46313346.06	92626692.11	0	0	0	0	2593547379	2778800763	0	0	0	0	0	0	185253384.2	0	0	0	0	3427187608	0	0	416820114.5	0	231566730.3	0	0	416820114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	46313346.06	0	0	0	0	0	0	0	0	0	0	0	0	0	138940038.2	0	0	509446806.6	0	0	555760152.7	370506768.4	0	0	0	0	0	0	0	0	57706429185	0	0	370506768.4	0	0	0	92626692.11	78871628333	0	0	833640229	0	46313346.06	0	0	0	46313346.06	0	0	0	2361980649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2547234033	0	0	0	0	0	277880076.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.26	0	0	0	0	0	0	0	46311808.66	0	0	0	0	0	0	0	833612555.8	0	0	1481977877	46311808.66	277870851.9	138935426	926236173.2	46311808.66	0	0	0	0	0	0	0	0	0	0	0	0	416806277.9	46311808.66	277870851.9	463118086.6	0	0	0	0	0	0	0	0	1435666068	879924364.5	0	0	0	0	0	0	0	0	0	0	0	463118086.6	0	0	0	0	92623617.32	0	0	46311808.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46311808.66	0	0	231559043.3	277870851.9	0	0	0	0	0	0	0	0	78961633761	0	0	0	0	0	0	46311808.66	2639773093	0	0	324182660.6	0	0	0	0	0	0	0	0	0	926236173.2	0	46311808.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1620913303	0	0	0	0	0	92623617.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.27	0	0	0	0	0	0	0	787126738.1	0	0	0	0	0	0	0	1990967632	0	0	11204980625	740825165.3	1342745612	463015728.3	3287411671	138904718.5	0	0	0	0	0	0	0	0	0	0	324111009.8	0	1018634602	1111237748	509317301.1	4028236836	0	0	277809437	0	0	0	0	0	8843600410	5695093458	0	0	0	0	0	0	463015728.3	46301572.83	0	0	0	2778094370	0	0	648222019.6	0	231507864.1	0	0	463015728.3	0	0	0	0	0	0	0	0	0	0	0	0	0	46301572.83	0	0	0	0	0	0	0	0	0	0	0	0	0	185206291.3	0	231507864.1	463015728.3	0	0	555618873.9	138904718.5	0	0	0	0	0	0	0	0	12825535674	0	0	694523592.4	0	0	0	0	22456262822	0	0	1990967632	0	138904718.5	0	0	0	92603145.66	138904718.5	0	0	1296444039	0	46301572.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92603145.66	2315078641	0	0	0	0	0	1018634602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.28	0	0	0	0	0	0	0	324074074.1	0	0	0	0	0	0	0	1111111111	0	0	3703703704	231481481.5	416666666.7	46296296.3	2175925926	138888888.9	0	0	0	0	0	0	0	0	0	0	92592592.59	0	416666666.7	92592592.59	277777777.8	601851851.9	0	0	46296296.3	0	0	0	0	0	3101851852	1666666667	0	0	0	0	0	0	92592592.59	0	0	0	0	4027777778	0	0	277777777.8	0	92592592.59	0	0	370370370.4	0	0	0	0	0	92592592.59	0	0	0	0	0	46296296.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46296296.3	0	46296296.3	138888888.9	0	0	231481481.5	46296296.3	0	0	0	0	0	0	0	0	11574074074	0	0	46296296.3	0	0	0	0	8935185185	0	0	1157407407	0	0	0	0	0	46296296.3	0	0	0	648148148.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018518519	0	0	0	0	0	370370370.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.29	0	0	0	0	0	0	0	3149235162	0	0	0	0	0	0	0	3149235162	0	0	24128698817	1991428117	1389368454	463122818	4816477307	509435099.8	0	0	0	0	0	0	0	0	0	0	138936845.4	0	1157807045	1528305299	509435099.8	1250431609	0	0	509435099.8	0	0	0	0	0	2269301808	4445979053	92624563.6	0	0	0	0	0	92624563.6	0	0	0	0	5696410661	0	0	1389368454	0	277873690.8	0	0	879933354.2	0	0	0	0	0	231561409	0	0	0	0	0	0	0	92624563.6	0	0	0	0	0	0	0	0	0	0	0	0	0	277873690.8	0	185249127.2	740996508.8	0	0	555747381.6	740996508.8	138936845.4	0	0	0	0	0	0	0	2778736908	0	0	648371945.2	0	0	0	92624563.6	1991428117	0	0	3566045698	0	92624563.6	0	0	0	92624563.6	92624563.6	0	0	7919400187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4029168516	0	0	0	0	0	1250431609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3	0	0	0	0	0	0	0	1018714267	0	0	0	0	0	0	0	2222649309	0	0	5325097303	138915581.8	463051939.4	92610387.87	2315259697	0	0	0	0	0	0	0	0	0	0	0	185220775.7	0	509357133.3	277831163.6	509357133.3	555662327.2	0	0	138915581.8	0	0	0	0	0	2361564891	3195058382	0	0	0	0	0	0	277831163.6	0	0	0	0	5139876527	46305193.94	0	277831163.6	0	0	0	46305193.94	509357133.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138915581.8	0	46305193.94	416746745.4	0	0	277831163.6	416746745.4	0	0	0	0	0	0	0	0	57001693736	0	0	277831163.6	0	0	0	46305193.94	67744498729	0	0	1435461012	0	138915581.8	0	0	0	0	0	0	0	1528071400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2685701248	0	0	0	0	0	92610387.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.31	0	0	0	0	0	0	0	1204302859	0	0	0	0	0	0	0	1389580222	0	0	6669985067	185277363	509512748.2	185277363	1343260882	185277363	0	0	0	0	0	0	0	0	0	0	92638681.49	0	324235385.2	277916044.5	185277363	277916044.5	0	0	92638681.49	46319340.74	0	0	0	0	3149715171	3890824623	0	0	0	0	0	0	277916044.5	0	0	0	0	9032271445	0	0	463193407.4	0	231596703.7	0	0	463193407.4	0	0	0	0	0	0	0	0	0	0	0	92638681.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138958022.2	0	46319340.74	648470770.4	0	0	138958022.2	370554726	0	0	0	0	0	0	0	0	35156379625	0	0	370554726	0	0	0	0	27467369061	0	0	602151429.7	0	46319340.74	0	0	0	0	46319340.74	0	0	2640202422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3844505282	0	0	0	0	0	463193407.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.32	0	0	0	0	0	0	0	1250413497	0	0	0	0	0	0	0	5696328151	0	0	16070129011	509427720.8	1296725108	324181276.9	4770095931	416804498.8	0	0	0	0	0	0	0	0	0	0	324181276.9	0	833608997.7	277869665.9	416804498.8	416804498.8	0	0	138934832.9	0	0	0	0	0	2084022494	6668871981	46311610.98	0	0	0	0	0	138934832.9	0	0	0	0	18015216672	0	0	555739331.8	0	463116109.8	0	0	972543830.6	0	0	0	46311610.98	0	138934832.9	0	0	0	0	0	46311610.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46311610.98	0	370492887.9	833608997.7	0	0	231558054.9	138934832.9	0	0	0	0	0	0	0	0	23850479656	0	0	231558054.9	0	0	0	46311610.98	37466093285	0	0	1945087661	0	231558054.9	0	0	0	92623221.96	92623221.96	0	0	2917631492	0	46311610.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138934832.9	9030764142	0	0	0	0	0	370492887.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.33	0	0	0	0	0	0	0	1203951430	0	0	0	0	0	0	0	3658160115	0	0	19031693764	324140769.7	2732043630	370446593.9	2824655279	138917472.7	0	0	0	0	0	0	0	0	0	0	370446593.9	0	601975715.2	694587363.7	185223297	463058242.4	0	0	231529121.2	0	0	0	0	0	2639431982	2639431982	0	0	0	0	0	0	0	46305824.24	0	0	0	8149825067	0	0	509364066.7	0	416752418.2	0	0	833504836.4	0	0	0	0	0	0	0	0	0	0	0	0	0	92611648.49	0	0	0	0	0	0	0	0	0	0	0	0	0	138917472.7	0	231529121.2	1018728133	0	0	1481786376	46305824.24	0	0	0	0	0	0	0	0	28385470261	0	0	601975715.2	0	0	0	138917472.7	14076970570	0	0	2176373739	0	0	0	0	0	46305824.24	185223297	0	0	2407902861	0	46305824.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46305824.24	3611854291	0	0	0	0	0	740893187.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.34	0	0	0	46302917.62	0	0	0	648240846.7	0	0	0	0	0	0	46302917.62	16669050343	0	0	7223255149	185211670.5	2500357551	231514588.1	7778890160	416726258.6	0	0	0	0	0	0	0	0	0	0	370423341	0	509332093.8	1018664188	833452517.2	694543764.3	0	0	138908752.9	92605835.24	0	0	0	0	4259868421	7547375572	46302917.62	0	0	0	0	0	185211670.5	0	0	0	0	14446510297	0	0	601937929.1	0	509332093.8	0	0	1342784611	0	0	0	0	0	46302917.62	0	0	0	0	0	92605835.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92605835.24	0	92605835.24	277817505.7	0	0	416726258.6	185211670.5	0	0	0	0	0	0	0	0	10788579805	0	0	370423341	0	0	0	185211670.5	46256614703	0	0	2315145881	0	138908752.9	0	0	0	92605835.24	46302917.62	0	0	1203875858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92605835.24	4630291762	0	0	0	0	0	601937929.1	0	0	0	0	0	0	0	0	46302917.62	0	0	0	0	0	0	0
2.35	0	0	0	46305002.71	0	0	0	833490048.9	0	0	0	0	46305002.71	0	0	4398975258	0	0	6065955356	231525013.6	787185046.1	46305002.71	2037420119	324135019	0	0	0	0	0	0	0	0	0	0	509355029.9	0	509355029.9	370440021.7	370440021.7	324135019	0	0	46305002.71	92610005.43	0	0	0	0	3750705220	4491585263	0	0	0	0	0	0	46305002.71	0	0	0	0	6760530396	0	0	324135019	0	324135019	0	0	1065015062	0	0	0	0	0	92610005.43	0	0	0	0	0	138915008.1	0	46305002.71	0	0	0	0	0	0	0	0	0	0	0	0	0	185220010.9	0	0	370440021.7	0	0	324135019	277830016.3	46305002.71	0	0	0	0	0	0	0	14771295866	0	0	185220010.9	0	0	0	0	46212392709	0	0	1666980098	0	0	0	0	0	740880043.4	92610005.43	0	0	3241350190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138915008.1	3056130179	0	0	0	0	0	277830016.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.36	0	0	0	0	0	0	0	277949671.7	0	0	0	0	0	0	0	1621373085	0	0	3103771335	231624726.5	648549234.1	46324945.29	1250773523	92649890.58	0	0	0	0	0	0	0	0	0	0	46324945.29	0	185299781.2	231624726.5	370599562.3	231624726.5	0	0	0	138974835.9	0	0	0	0	2964796499	2964796499	0	0	0	0	0	0	0	0	0	0	0	3011121444	92649890.58	0	138974835.9	0	138974835.9	0	0	416924507.6	0	0	0	0	0	46324945.29	0	0	0	0	0	0	0	46324945.29	0	0	0	0	0	0	0	0	0	0	0	0	0	92649890.58	0	46324945.29	324274617	0	0	324274617	185299781.2	0	0	0	0	0	0	0	0	10979012034	0	0	92649890.58	0	0	0	0	27517017503	0	0	880173960.5	0	0	0	0	0	0	46324945.29	0	0	1343423413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436073304	0	0	0	0	0	185299781.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.37	0	0	0	0	0	0	0	787158512.1	0	0	0	0	0	0	0	9445902145	0	0	9353295262	185213767.6	1713227350	231517209.4	2963420281	555641302.7	0	0	0	0	0	0	0	0	0	0	185213767.6	0	787158512.1	833461954	416730977	370427535.1	0	0	92606883.78	46303441.89	0	0	0	0	5556413027	4954468282	0	0	0	0	0	0	926068837.8	0	0	0	0	21345886711	0	0	185213767.6	0	555641302.7	0	0	463034418.9	0	0	0	0	0	46303441.89	0	0	0	92606883.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185213767.6	0	370427535.1	463034418.9	0	0	416730977	92606883.78	46303441.89	0	0	0	0	0	0	0	5741626794	0	0	185213767.6	0	0	0	138910325.7	16020990894	0	0	601944744.6	0	92606883.78	0	0	0	0	0	0	0	1805834234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92606883.78	6158357771	0	0	0	0	0	231517209.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.38	0	0	0	0	0	0	0	1574290919	0	0	0	0	0	0	0	4306148689	0	0	10047680274	1250172200	1157566852	277816044.5	1898409637	92605348.15	0	0	0	0	0	0	0	0	0	0	416724066.7	0	1111264178	370421392.6	185210696.3	972356155.6	0	0	787145459.3	0	0	0	0	0	1713198941	3102279163	0	0	0	0	0	0	370421392.6	46302674.08	0	0	0	9492048185	0	0	370421392.6	0	0	0	0	926053481.5	0	0	0	0	0	185210696.3	0	0	0	0	0	138908022.2	0	46302674.08	0	0	0	0	0	0	0	0	0	0	0	0	0	185210696.3	0	185210696.3	740842785.2	0	0	555632088.9	0	0	0	0	0	0	0	0	0	2685555096	0	0	231513370.4	0	0	0	0	1898409637	0	0	972356155.6	0	138908022.2	0	0	0	0	185210696.3	0	0	6852795763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3194884511	0	0	0	0	0	648237437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.39	0	0	0	46317537.31	0	0	0	4029625746	0	0	0	0	0	0	0	2825369776	0	0	20287081340	2269559328	741080596.9	509492910.4	2037971641	185270149.2	0	0	0	0	0	0	0	0	0	0	185270149.2	0	555810447.7	972668283.4	602127985	880033208.8	0	0	555810447.7	46317537.31	0	0	0	0	5836009700	4307530969	0	0	0	0	0	0	648445522.3	0	0	0	0	11764654476	46317537.31	0	416857835.7	0	416857835.7	0	0	880033208.8	0	0	0	0	0	0	0	0	0	0	0	46317537.31	0	46317537.31	0	0	0	0	0	0	0	0	0	0	0	0	0	555810447.7	0	185270149.2	1806383955	0	0	1899019030	1713748880	92635074.61	0	0	0	0	0	0	0	18017522012	0	0	694763059.6	0	0	0	46317537.31	10421445894	0	0	509492910.4	0	0	0	0	0	0	92635074.61	0	0	9124554849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92635074.61	4446483581	0	0	0	0	0	741080596.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
